business_id,labels
929qe,2 3 6 7 9 
92f86,2 3 6 7 9 
92nv0,2 3 4 5 6 7 8 
92pve,2 3 6 7 
933c0,3 4 5 6 7 8 
9358x,3 4 5 6 7 
935nc,2 3 4 5 6 7 8 
937xn,2 3 6 7 
93jrn,2 3 4 5 6 7 8 
93m2p,2 3 4 5 6 7 8 
93or6,2 3 6 7 
93pdv,2 3 4 5 6 7 8 
93s7w,1 2 3 4 6 7 9 
93u8s,2 3 4 5 6 7 8 
93vg2,2 3 6 7 8 
9428a,2 3 4 6 7 
943oy,2 3 4 5 6 7 8 9 
944mt,2 3 4 5 6 7 8 
945fi,2 3 4 5 6 7 8 
945nh,2 3 4 6 7 9 
949wl,2 3 4 6 7 8 
94d0u,2 3 6 7 
94mst,2 3 4 5 6 7 
950tn,2 3 6 7 
953i0,2 3 4 5 6 7 8 
95kyx,3 6 7 9 
95own,2 3 4 5 6 7 8 
95xfz,3 4 5 6 7 8 
95yn1,2 3 4 5 6 7 8 
961v2,2 3 4 5 6 7 8 
966ya,2 3 4 5 6 7 8 
969l6,2 3 6 7 
96a8e,3 4 6 7 9 
96cy9,2 3 4 6 7 8 
96pgi,2 3 4 6 7 8 
96xnn,2 3 4 5 6 7 8 
9732c,2 3 4 5 6 7 8 
977om,3 4 5 6 7 8 
97aba,2 3 4 5 6 7 8 
97ex5,2 3 6 7 9 
97frg,2 3 5 6 7 8 
97ful,2 3 4 5 6 7 8 
97g8o,3 4 5 6 7 8 
97qci,2 3 4 5 6 7 8 
97spw,2 3 4 5 6 7 9 
9820o,2 3 5 6 7 
9828r,2 3 4 6 7 
982v3,3 4 5 6 7 
986uq,1 3 4 6 7 
98a5j,2 3 4 5 6 7 8 
98b00,2 3 4 5 6 7 8 
98fp6,2 3 4 5 6 8 
98ftq,2 3 6 7 
98pl8,2 3 6 7 8 
98q6v,2 3 4 5 6 7 8 
998wf,2 3 4 6 7 9 
99ish,2 3 6 7 8 
99pr6,2 3 4 5 6 7 8 
99w47,2 3 6 7 9 
99xak,2 3 4 5 6 7 8 
9a1ep,2 3 4 5 6 7 8 
9a4um,2 3 4 5 6 7 8 
9afo2,2 3 4 5 6 7 8 
9ag1m,2 3 5 6 7 
9akje,1 2 6 7 9 
9alsk,2 3 4 5 6 7 8 
9ao0m,3 4 5 6 7 8 
9aoul,2 3 6 7 9 
9apiv,2 3 6 7 9 
9awrm,2 3 4 5 6 7 8 9 
9ayr8,3 4 6 7 8 
9b47v,2 3 5 7 9 
9bfqp,2 3 5 6 7 8 
9bl0y,2 3 4 5 6 7 8 
9bm9a,2 3 6 7 9 
9brl4,2 3 4 6 7 
9bznm,2 3 6 7 9 
9c5e5,2 3 4 5 6 7 8 
9ck61,2 4 6 7 9 
9cnyk,2 3 6 7 
9cw32,2 3 5 6 7 
9d1qv,2 3 4 5 6 7 8 
9d4nc,2 3 4 6 7 
9d68v,2 3 6 7 9 
9d69w,2 3 5 6 7 8 
9d8jy,2 3 4 5 6 7 8 
9dd0v,2 3 5 6 7 8 
9ddif,2 3 5 6 7 9 
9djsk,3 6 7 9 
9dmc4,2 3 4 5 6 7 8 
9dtpk,2 6 7 9 
9dut8,2 3 6 7 9 
9dv6h,2 3 6 7 
9dyd1,3 4 5 6 7 8 
9e6p9,2 3 4 5 6 7 8 
9e7jl,2 3 6 7 
9ehqv,2 3 6 7 9 
9ei2s,2 3 4 5 6 7 8 
9eie2,3 7 9 
9epip,2 3 4 5 6 7 8 
9eq32,3 4 5 6 7 8 
9er4l,2 3 4 5 6 7 8 
9etiu,2 3 4 5 6 7 
9eueq,2 3 4 6 7 8 
9exi2,2 3 4 6 7 8 
9ezd9,2 3 4 5 6 7 8 9 
9f12y,2 3 4 6 7 9 
9f9c3,3 4 5 6 7 8 
9f9vw,2 3 6 7 9 
9fbcp,2 3 4 6 7 
9fdui,2 3 4 5 6 7 8 
9ffyk,2 3 4 5 6 7 8 
9fgb1,2 3 4 5 6 7 8 
9fkv6,2 3 4 6 7 
9ftbc,2 3 6 7 8 
9fu4j,2 3 4 5 6 7 8 
9g2ex,2 3 4 5 6 7 8 
9g35p,2 3 6 9 
9g7fe,2 3 4 5 6 7 8 
9gfjv,5 6 7 
9girz,2 3 4 5 6 7 8 
9gj0g,2 6 7 9 
9gjib,2 3 4 5 6 7 8 
9go5o,2 3 4 5 6 7 8 
9gpjb,2 3 4 5 6 7 8 
9gqqi,2 3 4 5 6 7 8 
9gspk,2 3 4 5 6 7 8 
9gy9k,2 3 6 7 9 
9h20k,2 3 4 5 6 7 8 
9h3pj,2 3 6 7 9 
9h9s9,2 3 5 6 7 8 
9hc9i,2 3 4 5 6 7 8 9 
9hgzm,2 3 4 5 6 7 8 
9hmfl,2 3 4 6 7 
9hpyv,2 3 4 6 7 9 
9hu0n,2 3 4 5 6 7 8 
9hx7t,2 3 4 5 6 7 8 
9hz13,2 3 4 5 6 7 8 
9i3gs,2 3 4 6 9 
9i5mw,1 2 3 4 6 7 
9id0b,2 3 4 5 6 7 8 
9iems,2 3 4 5 6 7 8 9 
9im2h,3 4 5 6 7 9 
9ixod,3 4 5 6 7 8 
9j1y3,2 3 6 7 
9j2ym,2 3 6 7 9 
9j75v,2 3 4 5 6 7 8 
9jg93,2 3 6 7 
9jm8h,2 3 4 6 7 9 
9jr6m,2 3 4 5 6 7 8 
9jxod,2 3 4 6 7 
9jzem,3 4 6 7 9 
9k24m,2 3 4 5 6 7 8 
9k7kn,2 3 6 7 
9kafd,3 4 6 7 
9kb3b,2 3 6 7 8 
9kd5z,2 3 4 5 6 7 8 
9kdwp,2 3 4 6 7 8 
9kj6g,4 5 6 7 8 
9kmhq,2 3 4 5 6 7 8 
9knn7,2 3 4 6 7 9 
9ku2n,2 3 6 7 9 
9l9tx,2 3 4 5 6 7 8 
9lju1,2 3 6 7 
9lkqx,2 3 6 7 9 
9lqaj,2 3 4 6 7 8 
9ltll,2 3 4 5 6 7 8 
9lydb,2 3 4 5 6 7 8 
9m2dq,2 3 4 5 6 7 8 
9m2kh,2 3 4 5 6 7 8 
9m65c,2 3 6 7 9 
9m83t,2 3 6 7 
9m8o9,3 4 6 7 
9m9jq,2 3 4 5 6 7 8 
9mant,2 3 4 5 6 7 8 
9mb90,2 3 4 6 7 9 
9mdow,2 3 4 5 6 7 8 
9mfry,2 3 4 5 6 7 8 9 
9mgz7,2 3 4 5 6 7 8 
9mhrp,2 3 4 5 6 7 8 
9mi03,2 6 7 9 
9mn59,2 3 4 5 6 7 8 
9mo3d,2 3 6 7 9 
9msmu,2 3 4 5 6 7 8 
9mu01,2 3 4 5 6 7 
9mzt0,1 2 3 4 6 7 9 
9n127,2 3 4 5 6 7 8 
9n1cb,2 3 6 7 9 
9n53g,2 3 6 7 
9n55a,3 4 6 7 9 
9norj,2 3 4 5 6 7 8 
9novp,2 3 4 5 6 7 8 
9nvye,3 4 5 6 7 9 
9nxhx,3 4 5 6 7 8 
9o2np,2 3 5 6 7 
9o6es,2 3 6 7 
9o6qt,2 3 4 6 7 
9objq,2 3 6 7 9 
9oe0c,2 3 4 5 6 7 8 
9oj9j,2 3 6 7 9 
9onuj,2 3 4 5 6 7 8 
9p1f4,1 2 3 6 7 9 
9p1oc,2 3 4 5 6 7 8 
9p298,2 3 6 7 9 
9ph5y,2 3 4 6 7 
9pigl,2 3 4 6 7 
9pld3,2 3 4 5 6 7 8 
9ppav,2 3 4 5 6 7 8 
9puny,2 3 4 5 6 7 8 
9pv1g,2 3 4 5 6 7 8 
9q055,9
9q724,2 3 4 5 6 7 8 
9qdi8,2 3 6 7 9 
9qdsb,2 3 4 6 7 8 
9qf68,2 3 4 5 6 7 8 
9qh19,2 3 6 7 9 
9qiuf,3 4 5 6 7 8 9 
9qoa9,2 3 4 6 7 8 
9r14z,2 3 6 7 9 
9r67s,2 3 6 7 9 
9rbl7,2 3 4 5 6 7 8 
9rbvr,2 3 6 7 
9ri03,3 4 5 6 7 8 
9rln4,2 6 7 9 
9ro98,2 3 6 7 9 
9rtp8,3 6 7 
9ruxa,2 3 4 5 6 7 8 
9s1ax,2 3 4 5 6 7 8 
9s8uo,3 4 5 7 8 9 
9samo,2 3 4 6 7 
9se60,2 3 6 7 
9sg3j,2 3 4 5 6 7 8 
9soxw,2 3 4 5 6 7 8 
9sq83,2 3 4 5 6 7 8 
9svr8,2 3 4 5 6 7 8 
9t10u,2 3 4 5 6 7 8 
9t2uw,3 4 5 6 7 8 9 
9tb9b,2 3 4 6 7 
9tji4,2 3 6 7 9 
9tjrw,2 3 4 5 6 7 8 
9tl60,2 3 4 5 6 7 8 
9tsmn,2 3 4 5 6 7 8 
9uavf,2 3 4 5 6 7 8 
9ue7h,2 3 4 5 6 7 
9ufbs,2 3 4 6 7 
9ujdn,2 3 6 7 9 
9unll,2 3 4 6 7 8 
9uyzb,2 3 4 5 6 7 8 
9v8xm,2 3 4 5 6 7 8 
9vcrx,2 3 4 5 6 7 8 
9vdsc,2 3 6 7 9 
9vqkt,3 4 5 6 7 8 
9vue5,2 9 
9w11r,2 3 4 5 6 7 8 
9w2ak,2 3 4 5 6 7 8 
9w2ne,2 3 6 7 
9w5tl,2 3 4 5 6 7 8 
9wd6m,2 3 5 6 7 
9wo0w,2 3 4 6 9 
9wxhe,3 4 5 7 8 
9x4v6,1 2 3 4 5 6 7 9 
9x5gw,2 3 4 5 6 7 8 
9xgq0,2 3 4 5 6 7 8 
9xhs9,2 3 4 5 6 7 8 
9xizn,2 3 6 7 8 
9xo1p,2 3 4 5 6 7 8 
9xoe3,2 3 4 6 7 
9xotj,2 3 4 5 6 7 8 
9xror,2 3 4 6 7 8 
9xu65,3 6 7 9 
9y141,3 6 7 9 
9y9nn,2 3 6 7 
9ykty,2 3 4 5 6 7 8 
9ym2z,5 6 7 
9yoe7,2 3 4 5 6 7 8 
9yp77,1 2 3 4 6 7 9 
9yqa2,2 3 6 7 
9yqil,2 3 6 7 9 
9yqnk,3 7 9 
9yv1n,2 3 4 5 6 7 8 
9z0c7,2 3 4 6 7 
9z3ln,2 3 4 6 7 
9z4n1,4 5 6 7 8 
9z8yz,2 3 4 5 6 7 8 
9zdj7,2 4 5 6 8 9 
9zne4,3 4 5 7 8 
9ztzd,2 3 6 7 9 
9zzgw,2 3 4 5 6 7 8 
a0015,2 9 
a00aq,2 3 4 6 7 9 
a00e8,2 3 6 7 9 
a010d,2 3 6 7 9 
a0178,2 3 4 6 7 9 
a0bfs,3 4 5 6 7 8 
a0d3v,2 3 4 6 7 9 
a0e7j,2 3 6 7 9 
a0h67,2 3 6 7 9 
a0llc,2 3 6 7 9 
a0lve,2 3 6 7 9 
a0nqx,2 3 4 5 6 7 8 
a0p49,2 3 4 5 6 7 8 
a0wtn,2 3 6 7 8 9 
a19he,2 3 4 6 7 
a1c4u,2 3 6 7 9 
a1d5w,3 4 6 7 9 
a1fb1,2 3 6 7 
a1k6w,2 3 4 6 7 8 
a1p0m,2 3 4 6 7 
a1pk8,2 3 4 5 6 7 8 
a2663,2 3 6 7 8 9 
a2ac7,2 3 4 5 6 7 8 
a2bgo,2 3 6 7 
a2cl0,2 3 4 5 6 7 8 
a2i78,2 3 6 7 9 
a2kry,2 3 4 5 6 7 8 
a2s7m,2 3 4 5 6 7 8 9 
a2tyo,1 4 6 7 9 
a32py,2 3 4 6 7 8 
a33bf,2 3 6 7 9 
a35j5,2 3 4 5 6 7 8 
a3av8,2 3 4 5 6 7 8 
a3nqc,2 3 4 6 7 
a3ret,2 3 6 7 
a3sp8,2 3 6 7 
a3suc,2 3 4 6 7 
a3wjj,2 3 4 6 7 8 
a43db,2 3 4 5 6 7 8 
a4feo,2 3 4 5 6 7 8 
a4ghc,2 3 4 5 6 7 8 
a4l8i,2 3 6 7 9 
a53t5,2 3 4 5 6 7 8 
a56u3,2 3 6 7 9 
a58kk,2 3 6 7 
a5ass,2 3 4 5 6 8 
a5i5p,2 3 4 5 6 7 8 
a5m6k,2 3 4 5 6 7 
a5o09,2 3 6 7 
a5oq1,2 3 4 5 6 7 8 
a5p7p,2 3 4 6 7 8 
a5p7v,2 3 4 5 6 7 8 
a5xz5,2 3 4 5 6 7 8 
a6158,2 3 7 
a624d,2 3 4 5 6 7 8 
a69g5,2 3 4 5 6 7 8 
a6bw7,2 3 4 6 7 8 
a6dnz,3 4 5 6 7 8 
a6sdk,2 3 5 6 7 8 9 
a72fw,3 4 6 7 9 
a75af,3 6 7 9 
a76hy,2 3 4 5 6 7 8 
a7kdv,2 3 6 7 9 
a7scq,2 3 4 5 6 7 8 
a80jy,2 3 5 6 7 8 
a8396,2 3 4 5 6 7 8 
a8ezq,2 3 6 7 8 
a8k14,2 3 6 7 8 
a8mzy,2 3 4 5 6 7 8 
a8obe,2 3 4 5 6 7 8 
a8xzk,2 3 5 6 7 
a90kt,2 3 4 5 6 7 8 
a93t5,4 6 7 9 
a9522,2 3 4 5 6 7 8 
a98dp,2 3 4 6 7 9 
a9fai,3 4 5 6 7 8 
a9mpu,2 3 6 7 9 
a9ocp,2 3 4 5 6 7 8 
a9tlu,2 3 4 5 6 7 8 
a9u91,2 3 4 5 6 7 8 
a9xko,2 3 4 5 6 7 8 
a9xlr,3 4 6 7 9 
aa1dn,2 3 4 5 6 7 8 
aa80k,2 3 5 6 7 8 
aaleb,2 3 6 7 
aandm,2 3 4 5 6 7 8 
aas92,2 3 5 6 7 8 
ab1ly,2 3 6 7 9 
ab3aj,2 3 4 5 6 7 8 
abagy,2 3 4 6 7 9 
abcsb,2 3 4 5 6 7 8 
abeqd,2 3 4 5 6 7 8 
abhox,3 4 6 7 9 
abt4u,2 3 4 5 6 7 8 
abx3u,2 3 4 5 6 7 8 
abyy1,2 3 4 5 6 7 8 
abzpu,2 3 6 7 
ac0yh,2 3 6 7 
acgin,4 6 9 
acijl,5 6 7 9 
acjao,2 3 6 7 
acl0h,2 3 4 6 7 9 
acl2q,2 3 4 5 6 7 8 
acnxx,2 3 6 7 8 
aco0q,2 3 6 7 
acp7o,2 3 4 5 7 8 
acpvu,2 3 6 7 9 
act96,2 3 4 5 6 7 8 
acx22,2 3 6 7 9 
ad25n,2 3 4 5 6 7 8 
ad962,2 3 4 5 6 7 8 
adewd,2 3 4 6 7 
adl28,2 3 6 7 8 
adlyd,2 3 4 5 6 7 8 
adn5t,2 3 4 5 6 7 8 
adtnj,2 3 4 5 6 7 8 
aducf,2 3 4 5 6 7 8 
advze,2 3 4 5 6 7 8 
adza5,2 3 4 6 7 9 
ae1oc,2 3 4 5 6 7 8 
ae7rc,2 3 4 5 6 7 8 
aent5,2 3 6 7 
aep6u,2 3 4 5 6 7 8 
aep9l,2 3 4 5 6 7 8 
aer0f,2 3 4 6 7 
aevhg,2 3 6 7 
aez8a,2 3 4 5 6 7 8 
af0iy,3 4 5 6 7 8 
afd6b,2 3 5 6 7 
afls4,2 3 4 5 6 7 8 
afpu5,2 3 6 7 
aftm9,2 3 6 7 9 
afw62,2 3 4 5 6 8 
afwoa,2 3 6 7 9 
agbbc,2 3 6 7 
agklh,1 6 7 9 
agm6e,3 4 6 7 9 
agu2h,2 3 6 7 9 
ah06i,3 4 5 6 7 
ah6qf,6 7 9 
ah9h9,2 3 4 5 6 7 8 
ahm0t,2 3 4 6 7 
ai20u,2 3 4 5 6 7 8 
ai245,2 3 4 5 6 7 8 
ai5wv,2 3 4 5 6 7 8 
ai7eh,3 6 7 8 9 
ai7lo,2 3 4 6 7 
ai997,2 3 4 5 6 7 8 9 
air4w,2 3 6 7 9 
airhf,2 3 6 7 8 9 
aisen,2 3 4 6 7 
aisxi,2 3 4 5 6 7 8 
aitij,1 2 3 6 7 8 
aiwlv,1 9 
aj0o5,2 3 5 6 7 8 
aj2c4,2 3 6 7 9 
aj6me,2 3 4 5 6 7 8 
aj9eu,2 3 4 5 6 7 8 
ajb2p,2 3 4 5 6 7 8 
ajb3d,2 3 6 7 9 
ajcwk,2 3 4 5 6 7 8 
ajgxi,2 3 6 7 
ajkrl,2 3 4 5 6 7 8 
ajpbd,2 3 6 7 9 
ajxre,2 3 4 5 6 7 8 
ak9th,3 6 9 
akjg7,2 3 6 7 9 
akl7f,3 4 6 7 9 
akn05,2 3 4 5 6 7 8 
akzsb,2 3 4 5 6 7 8 
al0r0,2 3 4 6 7 
al5rj,2 3 4 5 6 7 8 
al6pc,2 3 4 5 6 7 8 
alp3m,2 3 4 5 6 7 8 
alsnn,2 3 4 5 6 7 8 
am1cc,2 3 4 5 6 7 8 
am6tn,2 3 4 5 6 7 8 
am7bw,2 3 4 5 6 7 8 
amahe,2 3 4 6 7 8 
amb1i,2 3 4 5 6 7 8 
amjo5,2 3 4 5 6 7 8 
amuci,2 3 4 5 6 7 8 
amysn,3 4 5 6 7 8 
an1xl,2 3 4 5 6 7 8 
an2u4,2 3 5 6 7 
an3pj,2 3 4 5 6 7 8 
an5yn,2 3 4 6 7 
an6wf,2 3 4 5 6 7 8 
an8au,2 3 6 7 9 
anfic,2 3 6 7 
anids,2 3 4 5 6 7 8 
aniqf,2 3 4 6 7 8 
ank90,2 3 4 6 7 
anmnp,2 3 6 7 8 
anyh9,7 9 
ao1mb,2 3 6 7 9 
aogso,2 3 4 5 6 7 8 
aopzv,2 3 4 5 6 7 8 
aor5e,2 3 4 5 6 7 8 
aorzh,3 4 5 6 7 9 
aox9i,2 3 6 7 9 
aoxqk,2 3 6 7 
ap2dk,2 3 4 6 7 8 
ap67l,2 3 4 5 6 7 8 
ap681,2 3 4 5 6 7 8 
ap862,3 4 5 6 7 8 
apaam,2 3 4 5 6 7 8 
apdjl,3 4 5 6 7 8 
apf76,3 4 5 6 7 8 
apmkq,2 3 4 5 6 7 
apsj0,3 4 5 6 7 8 
apsjv,2 3 6 
apu49,2 3 4 5 6 7 8 
apuul,2 6 7 9 
apuy3,2 3 4 5 6 7 8 
aq3iv,2 3 6 7 8 
aq5ek,2 3 5 6 7 9 
aqdvv,2 3 6 7 9 
aqkld,2 3 4 5 6 7 8 
aquqk,2 3 6 7 9 
aqyu6,2 3 4 5 6 7 8 
ar3vu,2 3 4 5 6 7 8 
ar42l,2 3 4 6 7 9 
ar8r4,2 3 4 5 6 7 8 
ar99d,3 4 5 6 7 8 
araz3,1 3 4 6 7 9 
arcuq,2 3 6 7 8 
arg28,2 3 4 5 6 7 8 9 
arjkk,2 3 4 6 7 
arvdq,3 4 5 6 7 8 9 
arwcg,2 3 6 7 9 
arz3p,2 3 6 7 
as3sg,2 3 6 7 
as5ad,2 3 4 6 7 
as7hf,2 3 4 5 6 7 8 
asbp8,2 3 6 7 9 
ascpl,2 3 4 5 6 7 8 
ase5k,2 3 4 5 6 7 8 
ash9f,2 3 7 9 
asjkb,2 3 4 5 6 7 8 
aske8,3 4 5 6 7 
assn9,1 2 3 4 6 7 
assuo,2 3 4 5 6 7 
asusf,2 3 4 6 7 
asw61,2 3 4 5 6 7 8 
aswwn,3 6 7 9 
at04k,1 2 3 4 5 6 7 
at4is,2 3 4 5 6 7 8 
at4ri,2 3 4 6 7 
at7bo,2 3 6 7 9 
at9ee,2 3 6 7 9 
atlsa,2 3 6 7 8 
ats4s,2 3 4 5 6 7 8 
attdx,2 3 4 5 6 7 8 
atue0,2 3 4 5 6 7 8 
atwsd,2 3 6 7 9 
au6n5,3 6 
audp5,2 3 5 6 7 
aue20,2 3 4 5 6 7 8 
augbm,2 3 6 7 
auhky,2 3 6 7 8 
aujz2,2 3 4 5 6 7 8 
auk39,2 3 4 5 6 7 8 
aular,2 3 4 5 6 7 8 
aumfd,2 3 4 5 6 7 8 
auqd9,2 3 6 7 
auvzr,2 3 4 5 6 7 8 
auyxe,2 3 4 5 6 7 8 
av9ww,4 5 6 7 8 
avcat,2 3 4 5 6 7 8 
avely,2 3 4 5 6 7 8 
avg4y,2 3 4 5 6 7 8 
avhbx,2 3 4 7 9 
avhji,2 3 5 6 7 9 
avqf7,2 3 4 5 6 7 8 
avra6,2 3 4 6 7 8 
avvyc,2 3 4 5 6 7 8 
aw5my,2 3 4 5 6 7 8 
aw9o5,2 3 4 5 6 7 8 
awbgl,2 3 4 6 7 9 
awbnn,2 3 4 5 6 7 8 
awhvd,2 3 4 5 6 7 8 
awj3d,2 3 4 5 6 7 8 
awpiy,2 3 6 
awtmu,2 3 6 7 
awuec,2 3 4 5 6 7 8 
awvsh,2 3 4 5 6 7 8 
awxrz,2 3 4 5 6 7 8 
ax4rn,2 3 4 5 6 7 8 
ax6t0,2 3 5 6 7 8 
axccn,2 3 6 7 9 
axcqa,2 3 4 5 6 7 8 
axgl7,2 3 4 5 6 7 8 
ay8ea,2 3 4 5 6 7 8 
ayax7,2 3 4 5 6 7 8 
ayddw,2 3 4 6 7 
aydsv,3 4 6 7 8 
aygb7,2 3 5 6 7 9 
ayiep,3 4 5 6 7 8 9 
ayk90,2 3 4 5 6 7 8 
az1be,2 3 4 5 6 7 8 
az8oq,2 3 4 5 6 7 8 
azg1c,2 3 4 5 6 7 8 
azr7k,2 3 4 6 7 8 
azsgg,2 3 4 5 6 7 8 
azviz,2 3 4 6 7 9 
azzqb,2 3 4 5 6 7 8 
b00p4,2 3 4 5 6 7 8 
b0fon,3 5 6 7 9 
b0hs8,2 3 6 7 9 
b0wq7,3 6 7 
b0yhh,2 3 4 5 6 7 8 
b18n2,3 4 5 6 7 8 9 
b1bq0,2 3 4 5 6 7 8 
b1fty,2 3 4 5 6 7 8 
b1h73,3 4 5 6 7 9 
b1n0y,2 3 5 6 7 8 
b1qqp,2 3 4 5 6 7 
b1r3c,2 3 4 6 7 8 
b1sia,6 7 
b1zxx,1 3 4 6 7 9 
b2210,2 3 4 5 6 7 
b24mx,2 3 4 6 7 8 
b27al,2 3 6 7 8 
b29i4,2 3 6 9 
b2d1s,2 4 5 6 7 
b2dls,2 3 4 5 6 7 8 
b2dzh,2 3 4 5 6 7 8 
b2fnu,2 3 4 6 7 8 
b2vsx,2 3 4 5 6 7 8 
b2x3z,2 3 4 5 6 7 8 
b2xh7,2 3 4 5 6 7 8 
b37k3,2 3 6 7 9 
b38ng,2 3 4 5 6 7 8 
b3ejc,2 3 6 7 9 
b3m5u,1 2 3 6 7 9 
b3m8w,2 3 4 5 6 7 8 
b3v4w,2 3 6 7 
b44t3,3 4 5 6 7 8 
b49q5,2 3 4 5 6 7 8 
b4e18,2 3 6 7 
b4e8h,2 3 6 7 9 
b4jlj,2 3 6 7 8 9 
b4onx,2 3 4 5 6 7 8 
b4tzk,2 3 6 7 9 
b4vro,2 3 4 6 
b5fg3,2 3 6 7 
b5pys,2 3 6 7 8 
b5qd0,3 4 5 6 7 8 
b5tsq,2 3 6 7 
b6ee9,2 3 6 7 9 
b6enk,2 3 4 5 6 7 8 
b6ips,2 3 6 7 
b6wp5,2 3 4 5 6 7 8 
b6z1a,2 3 4 5 6 7 8 
b70no,2 3 4 5 6 7 8 
b71l5,2 3 4 5 6 7 8 
b76bg,3 4 5 6 7 8 
b7ao2,2 3 6 7 9 
b7ca5,6 7 
b7ce8,2 3 4 6 7 9 
b7fyp,2 3 4 5 6 7 8 
b7k7q,2 3 5 6 7 8 
b7npj,2 3 6 7 9 
b7pf5,2 3 6 7 9 
b7u1o,2 3 6 7 9 
b7wyj,2 3 4 6 7 
b7zxl,2 3 6 7 
b80uv,2 3 4 5 6 7 8 
b8hzq,2 3 5 6 7 8 9 
b8k5l,2 3 4 5 6 7 8 
b8rq9,2 3 6 7 
b90kw,3 4 6 7 9 
b98w6,2 3 4 5 6 7 8 
b9970,2 3 4 6 7 9 
b9cag,2 3 4 6 7 
b9kz0,2 6 7 9 
b9ndc,2 3 4 5 6 7 8 
b9pj9,2 3 6 7 9 
b9v8v,2 3 4 5 6 7 8 
ba1p2,2 3 4 5 6 7 8 
ba4aq,2 3 4 5 6 7 8 
ba4kc,2 3 6 7 
bad3e,2 3 4 6 7 
badnp,2 3 4 6 7 9 
bahh0,2 3 9 
bahoa,2 3 4 5 6 7 8 
bahz2,1 2 3 4 6 7 
baijt,2 3 4 6 7 
ban9j,2 3 6 7 
bau9t,2 3 4 5 6 7 8 
bazwm,2 3 6 7 9 
bb6iw,2 3 4 5 6 7 8 
bbb20,2 3 4 5 6 7 8 
bbcwm,2 3 4 5 6 7 8 
bbfnd,2 3 4 5 6 7 8 
bbgp7,3 4 5 6 7 8 
bbnwn,2 3 4 5 6 7 8 
bbxds,2 3 6 7 
bc15t,2 3 6 7 8 
bc1zb,2 3 6 7 
bch0y,2 3 6 7 9 
bch1t,2 3 4 5 6 7 8 
bch5v,3 4 6 7 
bcrsu,2 3 4 5 6 7 8 
bcss2,2 3 4 5 6 7 8 
bczm2,2 3 6 7 9 
bd8ql,2 3 4 5 6 7 8 
bdicg,2 3 4 5 6 7 8 
bdu8u,2 3 6 7 9 
bduue,2 3 4 5 6 7 
bdwfl,2 3 4 5 6 7 8 
be7eo,2 3 4 5 6 7 8 
be8or,2 3 6 7 9 
bemyk,2 3 6 7 9 
berdj,2 3 4 5 6 7 8 
bey4p,2 3 4 5 6 7 8 
bfmq5,2 3 4 5 6 7 8 
bfnqt,3 4 5 6 7 8 
bfwg5,2 3 4 5 6 7 8 
bfxze,2 3 6 7 8 
bfzh7,2 3 4 5 6 7 8 
bg499,3 4 6 7 
bg9go,2 3 6 7 8 
bge8a,3 4 5 6 7 8 
bgi12,2 3 4 5 6 7 8 
bgkoh,3 6 7 9 
bgsqq,2 3 6 7 9 
bguzp,2 3 4 5 6 7 8 
bgvtw,2 3 4 6 7 8 
bgykl,3 4 5 6 7 9 
bh7ej,2 3 4 6 7 
bhc6f,3 4 6 7 9 
bhd7m,2 3 4 5 6 7 8 
bhewd,3 4 6 7 9 
bhid0,2 3 4 6 7 
bhiz4,2 3 4 5 6 7 8 
bhm9m,2 3 4 5 6 7 8 
bhsec,2 3 4 6 7 
bhuuf,2 3 6 7 9 
bhxt4,3 4 6 7 9 
bi8m9,2 3 4 5 6 7 8 
bieri,1 2 3 6 7 8 
biih2,2 3 4 5 6 7 8 
biimc,2 3 5 6 7 9 
biimt,2 3 4 5 6 7 8 
bin88,4 7 9 
bincx,2 3 4 6 7 
binvo,2 3 4 5 6 7 8 
bitj0,2 3 4 6 7 9 
biuul,2 3 4 5 6 7 8 
biuwl,2 3 4 5 6 7 8 
bivi1,2 3 6 7 
bj097,2 3 4 5 6 7 8 
bj8tx,2 3 6 7 
bjfkn,2 3 6 7 
bjhkq,3 4 5 6 7 8 
bjif4,2 6 7 9 
bjq4i,2 3 4 5 6 7 8 
bjqlj,2 3 4 5 6 7 8 
bjzti,2 3 5 6 7 
bk4l1,2 3 4 5 6 7 8 
bk60g,2 3 4 6 7 9 
bk6wx,2 3 4 5 6 7 8 
bk70b,2 3 4 5 6 7 8 9 
bk7um,2 3 4 6 7 
bkgin,2 3 4 5 6 7 8 9 
bknh1,2 3 4 5 6 8 
bkwrq,2 3 6 7 9 
blg4r,4 6 7 9 
bllam,2 3 6 7 8 
blm6f,2 3 4 5 6 7 8 
blq5d,9
blsco,2 3 6 7 
blvew,2 3 4 5 6 7 8 
blxg3,3 4 6 7 
bm82o,2 3 6 7 9 
bmb4s,2 3 4 5 6 7 8 
bmehb,1 2 4 6 8 9 
bmrn0,3 4 5 6 7 8 9 
bmuet,2 3 4 5 6 7 8 
bmz5l,2 3 4 5 6 7 8 
bn5ei,2 3 6 7 8 9 
bn6dw,2 3 4 5 6 7 8 
bn7qg,2 3 4 5 6 7 8 
bnira,2 3 4 5 6 7 8 
bnist,2 3 4 6 7 8 
bnq69,2 3 4 5 6 7 8 
bo1vb,2 3 4 5 6 7 8 
bo3g2,2 3 6 7 8 9 
bo86f,2 3 6 7 9 
bo98n,1 2 6 7 9 
boa6i,2 3 4 5 6 7 8 
bos09,2 3 6 7 9 
